school,date,amount,sport,deal_description,is_social_media
ucsantabarbara,2024,50.0,Soccer,	Social Media,1
ucsantabarbara,2022,2000.0,Basketball,	Other,0
ucsantabarbara,2023,500.0,Basketball,	Other,0
ucsantabarbara,2021,1000.0,Basketball,	Other,0
ucsantabarbara,2022,7083.0,Baseball,Appearance Fee,0
ucsantabarbara,2024,7083.0,Baseball,Appearance Fee,0
ucsantabarbara,2021,7083.0,Baseball,Appearance Fee,0
ucsantabarbara,2024,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,1500.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,200.0,Track and Field,	Social Media,1
ucsantabarbara,2021,3000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,2500.0,Baseball,Appearance Fee,0
ucsantabarbara,2022,2500.0,Baseball,Appearance Fee,0
ucsantabarbara,2021,2500.0,Baseball,Appearance Fee,0
ucsantabarbara,2024,2500.0,Baseball,Appearance Fee,0
ucsantabarbara,2023,3750.0,Baseball,Appearance Fee,0
ucsantabarbara,2021,4000.0,Baseball,Appearance Fee,0
ucsantabarbara,2024,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,2500.0,Baseball,Appearance Fee,0
ucsantabarbara,2023,2500.0,Baseball,Appearance Fee,0
ucsantabarbara,2023,4000.0,Baseball,Appearance Fee,0
ucsantabarbara,2024,3750.0,Baseball,Appearance Fee,0
ucsantabarbara,2023,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,300.0,Soccer,	Outside Camp,0
ucsantabarbara,2023,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,3000.0,Baseball,	Autograph Session,0
ucsantabarbara,2024,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,3000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,3000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,3000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,3000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,11000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,10000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,3750.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,9100.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,10000.0,Baseball,Appearance Fee,0
ucsantabarbara,2022,14.62,Soccer,	Other,0
ucsantabarbara,2024,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,5000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,3000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,6875.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,6250.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,4000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,3000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,3000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,3000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,3000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,2000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,9000.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2022,1000.0,Basketball,Appearance Fee,0
ucsantabarbara,2024,6250.0,Basketball,Appearance Fee,0
ucsantabarbara,2023,6875.0,Basketball,Appearance Fee,0
ucsantabarbara,2021,77.28,Volleyball,	Social Media,1
sacramentostate2,2024,65.0,Soccer,Other,0
sacramentostate2,2024,80.0,Basketball,Social Media,1
sacramentostate2,2024,568.0,Gymnastics,Other,0
sacramentostate2,2024,100.0,Football,Social Media,1
sacramentostate2,2024,300.0,Football,Other,0
sacramentostate2,2024,300.0,Gymnastics,Other,0
sacramentostate2,2024,300.0,Track and Field,Social Media,1
sacramentostate2,2024,500.0,Tennis,Social Media,1
sacramentostate2,2024,300.0,Gymnastics,Outside Employment,0
sacramentostate2,2024,100.0,Baseball,Not Sure,0
sacramentostate2,2024,120.0,Baseball,Social Media,1
sacramentostate2,2024,150.0,Softball,Social Media,1
sacramentostate2,2023,150.0,Softball,Social Media,1
sacramentostate2,2023,200.0,Track and Field,Social Media,1
sacramentostate2,2023,10.0,Baseball,Public Appearance,0
sacramentostate2,2023,10.0,Gymnastics,Social Media,1
sacramentostate2,2023,10.0,Baseball,Public Appearance,0
sacramentostate2,2023,10.0,Baseball,Public Appearance,0
sacramentostate2,2023,10.0,Baseball,Public Appearance,0
sacramentostate2,2023,10.0,Baseball,Public Appearance,0
sacramentostate2,2023,10.0,Baseball,Public Appearance,0
sacramentostate2,2023,199.99,Softball,Social Media,1
sacramentostate2,2023,105.0,Baseball,Social Media,1
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,10.0,Gymnastics,Social Media,1
sacramentostate2,2023,35.0,Softball,Social Media,1
sacramentostate2,2023,50.0,Softball,Social Media,1
sacramentostate2,2023,23.0,Softball,Social Media,1
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,50.0,Soccer,Social Media,1
sacramentostate2,2023,150.0,Softball,Social Media,1
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,30.0,Softball,Social Media,1
sacramentostate2,2023,100.0,Softball,Social Media,1
sacramentostate2,2023,130.0,Softball,Social Media,1
sacramentostate2,2023,80.0,Football,Social Media,1
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,1000.0,Football,Camps and Lessons,0
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,500.0,Football,Camps and Lessons,0
sacramentostate2,2023,170.0,Soccer,Social Media,1
sacramentostate2,2023,100.0,Basketball,Social Media,1
sacramentostate2,2023,200.0,Basketball,Social Media,1
sacramentostate2,2023,350.0,Football,Social Media,1
sacramentostate2,2023,750.0,Football,Social Media,1
sacramentostate2,2023,100.0,Soccer,Social Media,1
sacramentostate2,2023,100.0,Soccer,Social Media,1
sacramentostate2,2023,75.0,Track and Field,Other,0
sacramentostate2,2022,50.0,Track and Field,Other,0
sacramentostate2,2022,50.0,Track and Field,Not Sure,0
sacramentostate2,2022,50.0,Track and Field,Not Sure,0
sacramentostate2,2022,50.0,Track and Field,Not Sure,0
sacramentostate2,2022,50.0,Track and Field,Social Media,1
sacramentostate2,2022,50.0,Track and Field,Public Appearance,0
sacramentostate2,2022,150.0,Soccer,Social Media,1
sacramentostate2,2022,10.0,Track and Field,Not Sure,0
sacramentostate2,2022,5000.0,Football,Social Media,1
ucriverside,2021,250.0,Golf,Social Media,1
ucriverside,2021,100.0,Soccer,Social Media,1
ucriverside,2023,150.0,Softball,Social Media,1
ucriverside,2021,150.0,Softball,Social Media,1
ucriverside,2022,50.0,Basketball,Social Media,1
sacramentostate3,2023,300.0,Gymnastics,Playmake Day for Kids with Developmental Differences,0
sacramentostate3,2024,10.0,Baseball,Autograph Signing,0
sacramentostate3,2021,568.0,Gymnastics,Savanah Bananas Work,0
sacramentostate3,2023,100.0,Football,C4 Energy Pre-Workout,0
sacramentostate3,2023,300.0,Football,Playmake Day for Kids with Developmental Differences,0
sacramentostate3,2024,300.0,Gymnastics,Content,0
sacramentostate3,2021,300.0,Gymnastics,Playmake Day for Kids with Developmental Differences,0
sacramentostate3,2021,100.0,Baseball,Baseball Bat,0
sacramentostate3,2023,120.0,Baseball,-,0
sacramentostate3,2022,150.0,Softball,iHerb Campaign,0
sacramentostate3,2023,150.0,Softball,PSD Collab,0
sacramentostate3,2023,200.0,Tennis,Campaign,0
sacramentostate3,2023,10.0,Baseball,Autograph Signing,0
sacramentostate3,2023,10.0,Baseball,Autograph Signing,0
sacramentostate3,2024,10.0,Baseball,Autograph Signing,0
sacramentostate3,2021,10.0,Baseball,Autograph Signing,0
sacramentostate3,2024,10.0,Baseball,Autograph Signing,0
sacramentostate3,2024,10.0,Gymnastics,Signature Leotard Design,0
sacramentostate3,2024,199.99,Softball,Steve Madden x Postgame,1
sacramentostate3,2022,105.0,Baseball,Care Package,0
sacramentostate3,2021,500.0,Football,Red Zone Offensive Strategies,0
sacramentostate3,2022,10.0,Gymnastics,Signature Leotard Design,0
sacramentostate3,2024,35.0,Softball,otbubble player shirt,0
sacramentostate3,2024,50.0,Softball,CVS Giftcard,0
sacramentostate3,2022,23.0,Softball,postgame tee shirt post,1
sacramentostate3,2022,500.0,Football,QB Post Game Analysis,1
sacramentostate3,2022,500.0,Football,QB Post Game Analysis,1
sacramentostate3,2024,50.0,Soccer,Insta Post,1
sacramentostate3,2024,150.0,Softball,Social Media post for alani nu,1
sacramentostate3,2021,500.0,Football,Advanced Quarterback Pre Snap Reads 1.0,0
sacramentostate3,2021,500.0,Football,Advanced Quarterback Pre Snap Reads 1.0,0
sacramentostate3,2024,500.0,Football,Advanced Quarterback Pre Snap Reads 1.0,0
sacramentostate3,2022,30.0,Softball,Social Media Post,1
sacramentostate3,2022,100.0,Softball,100 bonues,0
sacramentostate3,2021,130.0,Softball,instagram/post reel,1
sacramentostate3,2024,80.0,Football,Chiropractic Service,0
sacramentostate3,2021,500.0,Football,Football Offense 101,0
sacramentostate3,2021,500.0,Football,Football Offense 101,0
sacramentostate3,2023,1000.0,Football,Football Offense 101,0
sacramentostate1,2021,1000.0,Other,	Social Media,1
sacramentostate1,2021,1200.0,Other,	Social Media,1
sacramentostate1,2021,100.0,Other,	Social Media,1
sacramentostate1,2021,110.01,Other,	Social Media,1
sacramentostate1,2021,20.0,Other,	Social Media,1
sacramentostate1,2021,110.0,Other,	Social Media,1
sacramentostate1,2021,125.0,Other,	Commercial/Radio Spot,0
sacramentostate1,2021,150.0,Other,	Social Media,1
sacramentostate1,2021,50.0,Other,	Social Media,1
sacramentostate1,2021,50.0,Other,	Social Media,1
sacramentostate1,2021,10.0,Other,	Social Media,1
sacramentostate1,2021,1500.0,Other,	Social Media,1
sacramentostate1,2021,10.0,Other,	Social Media,1
sacramentostate1,2021,50.0,Other,	Social Media,1
sacramentostate1,2021,50.0,Other,	Social Media,1
sacramentostate1,2021,100.0,Other,	Commercial/Radio Spot,0
sacramentostate1,2021,50.0,Other,	Social Media,1
sacramentostate1,2022,40.0,Other,	Social Media,1
sacramentostate1,2022,150.0,Other,	Social Media,1
sacramentostate1,2022,100.0,Other,	Social Media,1
sacramentostate1,2022,50.0,Other,	Social Media,1
sacramentostate1,2022,50.0,Other,	Social Media,1
sacramentostate1,2022,40.0,Other,	Social Media,1
sacramentostate1,2022,1000.0,Other,	Social Media,1
sacramentostate1,2022,50.0,Other,	Social Media,1
sacramentostate1,2022,35.0,Other,	Social Media,1
sacramentostate1,2022,250.0,Other,	Social Media,1
sacramentostate1,2022,150.0,Other,	Social Media,1
sacramentostate1,2022,100.0,Other,	Social Media,1
sacramentostate1,2022,50.0,Other,	Social Media,1
ucdavis,2023,300.0,Volleyball,Photo shoot/social media,1
ucdavis,2021,500.0,Gymnastics,Social media posts in exchange for commission on sales.,1
ucdavis,2023,3000.0,Football,Social media posts in exchange for commission on sales.,1
ucdavis,2022,1500.0,Football,Social media posts in exchange for money.,1
ucdavis,2022,100.0,Basketball,Social media posts in exchange for money.,1
ucdavis,2024,5.0,Basketball,Social media posts in exchange for money.,1
ucdavis,2024,75.0,Football,Social media posts in exchange for money.,1
ucdavis,2021,50.0,Equestrian,Social media posts in exchange for money.,1
ucdavis,2021,150.0,Basketball,Social media posts in exchange for money.,1
ucdavis,2024,100.0,Equestrian,Social media posts in exchange for money.,1
ucdavis,2024,62.0,Football,% of apparel sales,0
ucdavis,2023,126.0,Soccer,% of apparel sales,0
ucdavis,2022,62.0,Football,% of apparel sales,0
ucdavis,2022,58.2,Volleyball,% of apparel sales,0
ucdavis,2023,170.0,Football,% of apparel sales,0
ucdavis,2022,73.0,Football,% of apparel sales,0
ucdavis,2023,66.0,Lacrosse,% of apparel sales,0
ucdavis,2024,62.0,Football,% of apparel sales,0
ucdavis,2023,58.0,Volleyball,% of apparel sales,0
ucdavis,2024,60.0,Football,% of apparel sales,0
ucdavis,2024,51.0,Football,% of apparel sales,0
ucdavis,2021,57.0,Football,% of apparel sales,0
ucdavis,2023,52.0,Soccer,% of apparel sales,0
ucdavis,2021,80.0,Football,% of apparel sales,0
ucdavis,2023,90.0,Volleyball,% of apparel sales,0
ucdavis,2023,116.0,Football,% of apparel sales,0
ucdavis,2021,103.0,Football,% of apparel sales,0
ucdavis,2021,30.0,Lacrosse,% of apparel sales,0
ucdavis,2023,10.0,Water Polo,% of apparel sales,0
ucdavis,2022,42.0,Equestrian,% of apparel sales,0
ucdavis,2024,18.0,Softball,% of apparel sales,0
ucdavis,2021,34.0,Football,% of apparel sales,0
ucdavis,2024,28.0,Beach Volleyball,% of apparel sales,0
ucdavis,2022,46.0,Baseball,% of apparel sales,0
ucdavis,2022,26.0,Basketball,% of apparel sales,0
ucdavis,2022,30.0,Baseball,% of apparel sales,0
ucdavis,2021,36.0,Beach Volleyball,% of apparel sales,0
ucdavis,2022,36.0,Gymnastics,% of apparel sales,0
ucdavis,2021,34.0,Softball,% of apparel sales,0
ucdavis,2022,36.0,Baseball,% of apparel sales,0
ucdavis,2024,10.0,Track and Field,% of apparel sales,0
ucdavis,2024,32.0,Softball,% of apparel sales,0
ucdavis,2023,31.0,Baseball,% of apparel sales,0
ucdavis,2024,18.0,Water Polo,% of apparel sales,0
ucdavis,2023,28.0,Water Polo,% of apparel sales,0
ucdavis,2024,20.0,Water Polo,% of apparel sales,0
ucdavis,2021,10.0,Gymnastics,% of apparel sales,0
ucdavis,2024,20.0,Beach Volleyball,% of apparel sales,0
ucdavis,2023,16.0,Baseball,% of apparel sales,0
ucdavis,2023,12.0,Volleyball,% of apparel sales,0
ucdavis,2022,24.0,Baseball,% of apparel sales,0
ucdavis,2021,32.0,Baseball,% of apparel sales,0
ucdavis,2024,36.0,Lacrosse,% of apparel sales,0
ucdavis,2022,20.0,Baseball,% of apparel sales,0
ucdavis,2024,35.0,Softball,% of apparel sales,0
ucdavis,2024,8.0,Softball,% of apparel sales,0
ucdavis,2022,10.0,Baseball,% of apparel sales,0
ucdavis,2022,22.0,Softball,% of apparel sales,0
ucdavis,2022,22.0,Equestrian,% of apparel sales,0
ucdavis,2022,30.0,Lacrosse,% of apparel sales,0
ucdavis,2022,15.0,Baseball,% of apparel sales,0
ucdavis,2024,12.0,Gymnastics,% of apparel sales,0
ucdavis,2022,40.0,Baseball,% of apparel sales,0
ucdavis,2021,12.0,Basketball,% of apparel sales,0
ucdavis,2023,22.0,Beach Volleyball,% of apparel sales,0
ucdavis,2022,38.0,Softball,% of apparel sales,0
ucdavis,2022,36.0,Water Polo,% of apparel sales,0
ucdavis,2024,28.0,Softball,% of apparel sales,0
ucdavis,2022,48.0,Softball,% of apparel sales,0
ucdavis,2022,8.0,Softball,% of apparel sales,0
ucdavis,2022,12.0,Baseball,% of apparel sales,0
ucdavis,2024,27.0,Baseball,% of apparel sales,0
ucdavis,2022,12.0,Soccer,% of apparel sales,0
ucdavis,2023,42.0,Basketball,% of apparel sales,0
ucdavis,2024,22.0,Basketball,% of apparel sales,0
ucdavis,2023,24.0,Beach Volleyball,% of apparel sales,0
ucdavis,2024,18.0,Softball,% of apparel sales,0
ucdavis,2022,8.0,Water Polo,% of apparel sales,0
ucdavis,2023,49.0,Softball,% of apparel sales,0
ucdavis,2024,18.0,Soccer,% of apparel sales,0
ucdavis,2021,24.0,Basketball,% of apparel sales,0
ucdavis,2022,8.0,Softball,% of apparel sales,0
ucdavis,2024,23.0,Basketball,% of apparel sales,0
ucdavis,2021,16.0,Volleyball,% of apparel sales,0
ucdavis,2024,10.0,Soccer,% of apparel sales,0
ucdavis,2021,25.0,Baseball,% of apparel sales,0
ucdavis,2022,15.0,Football,% of apparel sales,0
ucdavis,2023,15.0,Baseball,% of apparel sales,0
ucdavis,2021,30.0,Equestrian,% of apparel sales,0
ucdavis,2024,10.0,Soccer,% of apparel sales,0
ucdavis,2022,12.0,Soccer,% of apparel sales,0
ucdavis,2021,32.0,Soccer,% of apparel sales,0
ucdavis,2024,12.0,Soccer,% of apparel sales,0
ucdavis,2024,31.0,Soccer,% of apparel sales,0
ucdavis,2024,32.0,Soccer,% of apparel sales,0
ucdavis,2021,8.0,Soccer,% of apparel sales,0
ucdavis,2021,44.0,Soccer,% of apparel sales,0
ucdavis,2021,24.0,Football,% of apparel sales,0
ucdavis,2023,12.0,Football,% of apparel sales,0
ucdavis,2021,8.0,Football,% of apparel sales,0
ucdavis,2021,42.0,Football,% of apparel sales,0
ucdavis,2021,15.0,Football,% of apparel sales,0
ucdavis,2023,77.0,Basketball,% of apparel sales,0
ucdavis,2021,88.0,Football,% of apparel sales,0
ucdavis,2024,56.0,Basketball,% of apparel sales,0
ucdavis,2021,54.0,Softball,% of apparel sales,0
ucdavis,2024,75.0,Baseball,% of apparel sales,0
ucdavis,2024,50.0,Gymnastics,% of apparel sales,0
ucdavis,2024,116.0,Baseball,% of apparel sales,0
ucdavis,2023,64.0,Softball,% of apparel sales,0
ucdavis,2023,54.0,Baseball,% of apparel sales,0
ucdavis,2023,160.0,Basketball,% of apparel sales,0
ucdavis,2021,300.0,Football,% of apparel sales,0
ucdavis,2024,45.0,Volleyball,% of apparel sales,0
ucdavis,2023,64.0,Softball,% of apparel sales,0
ucdavis,2023,54.0,Baseball,% of apparel sales,0
ucdavis,2021,58.0,Soccer,% of apparel sales,0
ucdavis,2023,60.0,Baseball,% of apparel sales,0
ucdavis,2021,62.0,Baseball,% of apparel sales,0
ucdavis,2022,100.0,Water Polo,% of apparel sales,0
ucdavis,2023,106.0,Basketball,% of apparel sales,0
ucdavis,2022,54.0,Softball,% of apparel sales,0
ucdavis,2021,121.0,Football,% of apparel sales,0
ucdavis,2024,52.0,Baseball,% of apparel sales,0
ucdavis,2023,60.0,Softball,% of apparel sales,0
ucdavis,2021,301.0,Football,% of apparel sales,0
ucdavis,2024,74.0,Basketball,% of apparel sales,0
ucdavis,2024,66.0,Basketball,% of apparel sales,0
ucdavis,2022,177.0,Football,% of apparel sales,0
ucdavis,2021,176.0,Football,% of apparel sales,0
ucdavis,2024,54.0,Football,% of apparel sales,0
ucdavis,2023,84.0,Water Polo,% of apparel sales,0
ucdavis,2023,120.0,Soccer,% of apparel sales,0
ucdavis,2022,63.0,Football,% of apparel sales,0
ucdavis,2024,128.0,Volleyball,% of apparel sales,0
ucdavis,2021,128.0,Volleyball,% of apparel sales,0
ucdavis,2023,96.0,Softball,% of apparel sales,0
ucdavis,2024,80.0,Baseball,% of apparel sales,0
ucdavis,2024,54.0,Football,% of apparel sales,0
ucdavis,2022,176.0,Football,% of apparel sales,0
ucdavis,2023,144.0,Football,% of apparel sales,0
ucdavis,2023,62.0,Baseball,% of apparel sales,0
ucdavis,2021,46.0,Softball,% of apparel sales,0
ucdavis,2023,38.0,Softball,% of apparel sales,0
ucdavis,2021,62.0,Baseball,% of apparel sales,0
ucdavis,2023,106.0,Baseball,% of apparel sales,0
ucdavis,2022,8.0,Soccer,% of apparel sales,0
ucdavis,2023,56.0,Tennis,% of apparel sales,0
ucdavis,2021,60.0,Baseball,% of apparel sales,0
ucdavis,2021,44.0,Soccer,% of apparel sales,0
ucdavis,2022,46.0,Softball,% of apparel sales,0
ucdavis,2023,104.0,Football,% of apparel sales,0
ucdavis,2023,114.0,Water Polo,% of apparel sales,0
ucdavis,2022,30.0,Volleyball,% of apparel sales,0
ucdavis,2023,34.0,Equestrian,% of apparel sales,0
ucdavis,2023,36.0,Basketball,% of apparel sales,0
ucdavis,2021,12.0,Football,% of apparel sales,0
ucdavis,2023,42.0,Equestrian,% of apparel sales,0
ucdavis,2023,12.0,Baseball,% of apparel sales,0
ucdavis,2022,106.0,Football,% of apparel sales,0
ucdavis,2022,45.0,Football,% of apparel sales,0
ucdavis,2024,20.0,Field Hockey,% of apparel sales,0
ucdavis,2021,10.0,Equestrian,% of apparel sales,0
ucdavis,2023,20.0,Soccer,% of apparel sales,0
ucdavis,2023,15.0,Equestrian,% of apparel sales,0
ucdavis,2024,15.0,Football,% of apparel sales,0
ucdavis,2023,30.0,Field Hockey,% of apparel sales,0
ucdavis,2021,28.0,Football,% of apparel sales,0
ucdavis,2024,15.0,Football,% of apparel sales,0
ucdavis,2021,48.0,Football,% of apparel sales,0
ucdavis,2024,15.0,Football,% of apparel sales,0
ucdavis,2024,32.0,Basketball,% of apparel sales,0
ucdavis,2022,56.0,Football,% of apparel sales,0
ucdavis,2021,66.0,Softball,% of apparel sales,0
ucdavis,2023,87.0,Baseball,% of apparel sales,0
ucdavis,2023,52.0,Softball,% of apparel sales,0
ucdavis,2021,66.0,Lacrosse,% of apparel sales,0
ucdavis,2023,64.0,Volleyball,% of apparel sales,0
ucdavis,2023,108.0,Baseball,% of apparel sales,0
ucdavis,2021,60.0,Softball,% of apparel sales,0
ucdavis,2024,54.0,Water Polo,% of apparel sales,0
ucdavis,2021,78.0,Basketball,% of apparel sales,0
ucdavis,2024,60.0,Volleyball,% of apparel sales,0
ucdavis,2023,54.0,Basketball,% of apparel sales,0
ucdavis,2023,75.0,Baseball,% of apparel sales,0
ucdavis,2023,67.0,Baseball,% of apparel sales,0
ucdavis,2022,96.0,Football,% of apparel sales,0
ucdavis,2024,66.0,Volleyball,% of apparel sales,0
ucdavis,2022,94.0,Beach Volleyball,% of apparel sales,0
ucdavis,2022,62.0,Basketball,% of apparel sales,0
ucdavis,2021,50.0,Gymnastics,% of apparel sales,0
ucdavis,2022,60.0,Softball,% of apparel sales,0
ucdavis,2021,23.97,Softball,getting support from fans through NIL Club app,0
ucdavis,2021,13.39,Softball,getting support from fans through NIL Club app,0
ucdavis,2022,10.12,Softball,getting support from fans through NIL Club app,0
ucdavis,2024,50.0,Softball,Influxer Merchandise NIL sales,0
ucdavis,2024,169.56,Equestrian,Member of NIL Club UC Davis Equestrian Team,0
ucdavis,2024,23.86,Water Polo,NIL club cash out for inviting teammates and other users.,0
ucdavis,2024,53.02,Lacrosse,NIL Club.,0
ucdavis,2024,12.3,Soccer,NIL Club.,0
ucdavis,2022,12.3,Soccer,NIL Club.,0
ucdavis,2022,73.0,Football,NIL Club.,0
ucdavis,2023,150.0,Football,NIL deal - social media posts in exchange for product and money.,1
ucdavis,2022,25.0,Beach Volleyball,Postgame NIL opportunity.,1
ucdavis,2023,1000.0,Football,Snack company payment for sharing on social media.,1
ucdavis,2024,175.0,Volleyball,Social media posts in excahnge for free samples.,1
ucdavis,2022,90.0,Volleyball,% of apparel sales,0
ucdavis,2021,58.2,Volleyball,% of apparel sales,0
ucdavis,2021,52.0,Soccer,% of apparel sales,0
ucdavis,2021,51.0,Football,% of apparel sales,0
ucdavis,2023,126.0,Soccer,% of apparel sales,0
ucdavis,2022,62.0,Football,% of apparel sales,0
